period,analysis,market_p_bucket,edge_bucket,bets,wins,losses,win_rate,profit_units,roi,avg_market_p,avg_v5_p,avg_edge
2024,market_x_edge,40-50%,4-6%,4,3,1,0.75,2.1890909090909085,0.5472727272727271,0.4465676567481734,0.49581786674718625,0.04925020999901285
2024,market_x_edge,40-50%,6-7.5%,2,0,2,0.0,-2.0,-1.0,0.44717662974947636,0.5130457892895524,0.065869159540076
2024,market_x_edge,40-50%,7.5%+,1,0,1,0.0,-1.0,-1.0,0.4066302458405761,0.4824156742670674,0.07578542842649127
2024,market_x_edge,50-60%,0-2%,27,15,12,0.5555555555555556,-1.105132066597817,-0.04093081728140063,0.5499321352681575,0.5567846582049344,0.006852522936776949
2024,market_x_edge,50-60%,2-4%,22,12,10,0.5454545454545454,-1.6978273486315358,-0.07717397039234254,0.5612194437422672,0.5918466081351249,0.030627164392857845
2024,market_x_edge,50-60%,4-6%,16,9,7,0.5625,-0.7841225139298493,-0.04900765712061558,0.5563121707134754,0.6054668168008395,0.049154646087364015
2024,market_x_edge,50-60%,6-7.5%,8,5,3,0.625,0.6711290979637902,0.08389113724547377,0.5588946153784995,0.6259253677540394,0.06703075237554001
2024,market_x_edge,50-60%,7.5%+,4,3,1,0.75,1.2868491680085883,0.32171229200214707,0.5396026633120219,0.6262901279481332,0.08668746463611132
2024,market_x_edge,60-70%,0-2%,40,32,8,0.8,6.862031096918724,0.1715507774229681,0.6537357985572696,0.6635389760725893,0.00980317751531968
2024,market_x_edge,60-70%,2-4%,15,8,7,0.5333333333333333,-3.2429153170059855,-0.2161943544670657,0.6436465108197706,0.6697810687167656,0.026134557896994776
2024,market_x_edge,60-70%,4-6%,17,9,8,0.5294117647058824,-3.9501346495096965,-0.2323608617358645,0.6593846481061861,0.7085695610797058,0.04918491297351955
2024,market_x_edge,60-70%,6-7.5%,10,6,4,0.6,-1.2963570082320561,-0.1296357008232056,0.6599662772910929,0.7295569420674692,0.06959066477637617
2024,market_x_edge,60-70%,7.5%+,6,3,3,0.5,-1.7376895790028484,-0.28961492983380804,0.6642155060534618,0.7668323001495986,0.10261679409613678
2024,market_x_edge,70-80%,0-2%,26,20,6,0.7692307692307693,-0.17239195501061078,-0.006630459808100415,0.7454909132930291,0.7566124515476058,0.011121538254576683
2024,market_x_edge,70-80%,2-4%,30,26,4,0.8666666666666667,3.3291458257916244,0.11097152752638748,0.7460141291294827,0.7742746722424075,0.028260543112924818
2024,market_x_edge,70-80%,4-6%,13,11,2,0.8461538461538461,0.9432651209474192,0.07255885545749378,0.755507565531809,0.8041675350145646,0.048659969482755534
2024,market_x_edge,70-80%,6-7.5%,4,4,0,1.0,1.2783609266833422,0.31959023167083556,0.7249593768783213,0.7913876863604388,0.06642830948211745
2024,market_x_edge,70-80%,7.5%+,1,0,1,0.0,-1.0,-1.0,0.740871613663133,0.8165121139930817,0.07564050032994862
2024,market_x_edge,80%+,0-2%,15,13,2,0.8666666666666667,-0.5699073665573968,-0.03799382443715979,0.8604258656429807,0.8708277802945363,0.010401914651555688
2024,market_x_edge,80%+,2-4%,9,9,0,1.0,1.286437088633885,0.1429374542926539,0.8391553370202511,0.8650389312548139,0.02588359423456283
2024,market_x_edge,80%+,4-6%,2,2,0,1.0,0.3068181818181818,0.1534090909090909,0.8321629380085882,0.8765276522005518,0.04436471419196358
2024,market_x_edge,80%+,6-7.5%,0,0,0,,0.0,,,,
2024,market_x_edge,80%+,7.5%+,0,0,0,,0.0,,,,
